@id,id,_collection,_label,Author,_century,year,Manuscript number,Title,Language,Library/Collection,City,Theme,keywords,attribution,_description,imgUrl,Bibliography
https://iiifmanifests.ifilosofia.up.pt/api/manifests/9ba3c27e-0eaf-460d-bbd8-7f9c5041c5ea.json,9ba3c27e-0eaf-460d-bbd8-7f9c5041c5ea,Demonstrative Graphics,Astronomical table,John Killingworth,1490,15,"Arundel 66, f. 19v",Tables according to the Use of the University of Oxford,Latin,British Museum,London,Astronomy,Astronomy,"John Killingworth, Tables according to the Use of the University of Oxford",,https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/211742cb-75ff-4a6d-8302-2f01a92c7c4b_tabelas%20astron%C3%B3micas.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/47b12e6c-46ce-4389-922e-a2858eed3bec.json,47b12e6c-46ce-4389-922e-a2858eed3bec,Data (Storage / Indices / Tables / Charts),Diagram of the Vices,Peter of Poitiers (Petrus Pictaviensis),3rd quarter of the 13th century,13,"Additional 60628/1, Image 10",Compendium historiae in genealogia Christi,Latin,British Library,London,Religion,Religion,"Peter of Poitiers, Compendium historiae in genealogia Christi","Diagram of the Vices (Luxuria, Gula, Avaricia, Accidia, Invidia, Ira, Inanis gloria) and enumeration of their species and attributes, represented in a wheel format. Here is how the carnal sin of lust (luxuria) is described: precipitatio, inconstantia, inconsideratio, cetitas mentis, incestus, contra naturam, fornicatio, amor presentis seculi, odium Dei, amor sui, adulterium, hebetatio sensus, horror vel desperatio futuri et ideo incompositio vivendi. Of the seven deadly sins, five are of a spiritual and two of a carnal nature, and lust comes in this last category. A lustful person lives in the constant restlessness of being enslaved by physical needs, consumed in permanent dissatisfaction, unable to rise morally.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/31491b03-9fc0-443e-b9d8-e9caf4b44765_roda%20dos%20v%C3%ADcios.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/9c73d729-651b-4d51-9e82-0e92d337b2e4.json,9c73d729-651b-4d51-9e82-0e92d337b2e4,Text-Diagrams,God’s creation,?,c. 1327-1335,14,"Additional 47682, f. 2v",Bible (the 'Holkham Bible Picture Book'),French,British Library,London,Religion; Zoology; Botany,"Religion,Zoology,Botany",?,"God seated and surrounded by his creation: with his left hand pointing downwards, one sees terrestrial animals (such as the lion, elephant, camel, horse, dog, ram, boar, rabbit, etc.), terrestrial and aquatic (for example, the duck) and just aquatic (fishes); with his right hand pointing upwards, one sees some aerial animals represented (such as the peacock, owl, blackbird, swallow, etc.); in addition to animals, there are miscellaneous trees (with a nitid reference to fruit, with the drawing of an acorn) and a watercourse. All in a background of flowers and herbaceous vegetation.
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/f0dd9adc-04fd-4d3e-8067-320829418b7e_criacao.png,"- Francis Klingender, Animals in Art and Thought to the end of the Middle Ages, ed. by Evelyn Antal and John Harthan (London: Routledge & Kegan Paul, 1971), pp. 412-13, pl. 243."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/48b33832-992f-42e5-bc04-0aa5cba4f1d8.json,48b33832-992f-42e5-bc04-0aa5cba4f1d8,Text-Diagrams,Ptolomeian Provinces,?,14th / 15th century,14,F III 8,"Astronomica et astrologica, de tempestate (Basler Wettermanuskript)",Latin,"Basel, Universitätsbibliothek",Predigerkloster (Basel),Astronomy,Astronomy,Claudius Ptolemaeus,"Diagram of the ruling planets and zodiac signs attributed to each of the provinces of the world, on folio 107v, written in paper, in a cursive script, with the title: 'provinciarum quas gubernant signa et planete secundum quod ponit Ptolomeus li. 2o 4(ti) c. 3'. It consists only of thin lines and written labels. Two rotae with twelve divisions present the planets and the zodiac, this circle is inside a semi-circle with a geographical distribution of the provinces: the composition looks like a compass placed on the northern hemisphere.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/0d561a06-85dd-4d76-84a0-e9bdd99a81cc_Ptolemaeus'%20Provinces.jpg,"Frederick, R.H. et al. - A climatological analysis of the Basel weather manuscript, in: Isis 57 (1966), S. 90-101"
https://iiifmanifests.ifilosofia.up.pt/api/manifests/9ccbce7a-7797-4c63-a88f-462923eba4d7.json,9ccbce7a-7797-4c63-a88f-462923eba4d7,Demonstrative Graphics,The Centre of the Sphere,Luis Serrão Pimentel,1673,17,IL. 156//1,Pratica da arte de navegar / composta por o cosmografo Mor Luis Serrao Pimentel Ano de 1673,Portuguese,Biblioteca Nacional de Portugal,Lisbon,Cosmography,Cosmography,Luis Serrao Pimentel,"The manuscript copy of 'Practice of the Art of Sailing,' composed by the cosmographer Luís S. Pimentel (professor at the 'Aula de Fortificação e Arquitectura Militar'), is a manual containing cartographical maps of the Portuguese and Brazilian cost lines, declination tables and other diagrams related to the art of navigation, highlighting the importance of astronomical knowledge and teaching how to find one's position using the stars to calculate height, longitude and latitude, how to use a compass (agulha de marear) for varied circumstances, trigonometry, and other pertinent information/calculations related to the use of celestial coordinate systems.
On folio 45r, Pimentel presents a diagram (and its description) on the topic of celestial spheres: in this case, the author explains why the Earth is composed of the spheres of land and water and both have the same centre. This particular subject had been debated for centuries, and although this work refers to the most recent changes in navigation knowledge, it is still presenting remnants of astronomical classical theories.
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/9b47a83f-93fd-418d-9fe0-5fcf18518230_The%20Centre%20of%20the%20Sphere.jpg,"Osler, M. J. (2010). Reconfiguring the world: Nature, God, and human understanding from the Middle Ages to early-modern Europe. FERREIRA, Nuno Alexandre Martins. 'Luís Serrão Pimentel (1613-1679): Cosmógrafo Mor e Engenheiro Mor de Portugal' Tese de Mestrado em História dos Descobrimentos e da Expansão, Universidade de Lisboa, 2009."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/4bf03553-9239-4aea-91ff-866e4ee8257a.json,4bf03553-9239-4aea-91ff-866e4ee8257a,Data (Storage / Indices / Tables / Charts),Calendar,?,c. 1497,15,"Additional 18851, f. 2v","Breviary, Use of the Spanish Dominicans ('The Breviary of Queen Isabella of Castille')",Latin,British Library,London,Astronomy; Agriculture,"Astronomy,Agriculture",Gerard David. Master of the Dresden Prayerbook/ Gerard David/ Master of James IV of Scotland and others,"Calendar page for March with illustrated borders with peasants life scenes.
In the upper left corner a roundel with a ram: the symbol of Aries, highlighting the sign of the zodiac corresponding to the month of March. The beautiful landscape shows many birds fluttering in the sky, hills, trees, wooden fences, a lake or watercourse with a short wooden bridge, two men dedicated to pruning and two others checking grafts on the vines (typical labours of the month), one man digging a swale in the land, and a woman approaching the men's work zone with a food basket and a metal pot with drink or prepared meal. Men wear similar work clothes, whose characteristics are thought for the best possible comfort when working in the field under certain probable weather conditions.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/ae60c020-2fa8-4831-a849-2ce7bf23b171_calendario.png,"- Sophie Page, Astrology in Medieval Manuscripts (London: British Library, 2002), p. 47, pl. 38."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/9cf4ccdd-0298-4d58-afe4-c417ca113894.json,9cf4ccdd-0298-4d58-afe4-c417ca113894,Demonstrative Graphics,Geocentric System,Johannes de Sacrobosco,c. 1450 – 1500,15,ALC. 285//4,Compe[n]dios[us] tractat[us] spere a mag[ist]ro iohane de sucro [i.e. sacro] bosco adit[us] ad introductione[m] ast[r]ogie nescesarius felicer [sic] incipit,Latin,Biblioteca Nacional de Portugal,?,Astronomy,Astronomy,Johannes de Sacrobosco,"The diagram of the celestial spheres is the opening illustration for this partial copy of the compendium 'Tractatus de Sphaera', a didactic work on astronomy. by the monk Sacrobosco. It represents the Polomaic geocentric system, with the sphere of the Earth in the centre, then the sphere of the elements, then Moon, Mercury, Venus, Sun, Mars, Jupiter and Saturn, then the firmament, and finally the 'primum mobile'. This work became popular for the four hundred years following its publication in c. 1230.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/fcfacb11-3542-4ddd-9a61-87a059bd2097_Geocentric%20System.jpg,"Thorndike, Lynn (1949). The Sphere of Sacrobosco and its Commentators. Chicago: Univ. of Chicago Press.
Olaf Pedersen, 'In Quest of Sacrobosco', Journal for the History of Astronomy, 16 (1985): 175-221. "
https://iiifmanifests.ifilosofia.up.pt/api/manifests/4c9abb3f-605d-492c-86e5-2c1e8ab8ad12.json,4c9abb3f-605d-492c-86e5-2c1e8ab8ad12,Knowledge-Experience Simulations,Earth Circles,Isidorus Hispalensis,Late 8th century,8,Cod. F III 15a,Isidorus Hispalensis; Register of Books of the Monastery of Fulda; Recipes; Blessings; Astronomic Tables; Jerome,Latin and Old High German,"Basel, Universitätsbibliothek","Fulda, Germany",Natural Philosophy,Natural Philosophy,Isidorus Hispalensis,"Produced in the Monastery of Fulda in the late eighth century, this manuscript contains a copy of Isidorus' De natura rerum, calendars, medical recipes, astronomical excerpts, a letter by Hieronymus and a list of the books at the library of Fulda, written in an Anglo-Saxon hand and containing fifteen diagrams. On folio 18v, there is a diagram representing the celestial sphere and its five main circles: circulus glacialis septentrionalis; circulus temperalis solstitialis; circulus equinoctialis; circulus hiemalis temperalis; and circulus australis glacialis. Furthermore, these five circles are duplicated in two variants/inclinations ('vertix caeli' or 'axis unus cardo', notated to signal the poles). The diagram is painted with red, beige and green and it contains small circles at the poles of the two axes.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/1735e271-253b-4c48-97f9-4ec8b07e80f0_Earth%20Circles.jpg,"Daems, Willem F. - Alte Pharmazie und Medizin in Handschriften und Basler Drucken (Ausstellungskatalog). - Basel, 1979, Nr. 28171r.
Broszinski, Hartmut u.a. - Fuldische Handschriften aus Hessen (Katalog). - Fulda, 1994, S. 58 f. Nr. 19.
Bullough, Donald A. - Alcuin, achievement and reputation. - Leiden/Boston, 2004, S. 274 Anm. 67."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/9d8521f9-3be8-40c6-902d-ae0d1d24f1d7.json,9d8521f9-3be8-40c6-902d-ae0d1d24f1d7,Relational Schemes,Noah's Tree,Beatus Liebanensis,1047,11,VITR/14/2,[In Apocalipsin.] Beato de Liebana: codice de Fernando I y Dna. Sancha,Latin,Biblioteca Nacional de Espana,San Isidoro de Leon,Geneology,Geneology,Facundo (scribe),"Produced for the kings of Castilla y Leon, this codex is a copy of the Comentarios al Apocalipsis of the monk Beatus Leibanensis, originally written by the end of the 8th century. Common in many ecclesiastical works and commissioned copies for the nobility, genealogical trees are specially associated to the ages of the world and to Christ’s lineage, although the same visual expressions were used for power legitimacy for both aspirants to the throne and religious communities.
The tree diagram of Noah's descendancy occupies two facing folios (11v and 12r) inside a sequence from f.1r to 17r. It uses connected circles to express generations and colours to track bloodlines. On the top-left corner there is a small illumination of Noah with two doves, on that same page we find in red Japheth's line and in blue, Ham's line; on the following page, Shem's bloodline is painted in yellow. For special remarks, the scribe used yet another medieval visual formula: architectural niches, such as those found in canon tables. 
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/858e9de7-a1ff-49d6-8980-178892eb4e23_Noah's%20Tree.jpg,"Diaz y Diaz, M. Codices visigoticos de la monarquia leonesa. Leon, 1983.
Suarez Gonzalez, Ana. El Beato del Archivo Histórico Provincial de Zamora, Hispania Sacra, LV (2003), 112 p. 433-437."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/4d249e61-fdbd-48cd-8aa1-df85d6883757.json,4d249e61-fdbd-48cd-8aa1-df85d6883757,Relational Schemes,Musical Tapestry,"Isidorus, Hispalensis",13th century,13,26138,Etymologiae,Latin,Biblioteca Nacional de Portugal,?,Music Theory,Music Theory,"Isidorus, Hispalensis","Isidoro's Etymologiae is an extensive compilation of knowledge from the Late Antiquity that became one of the most copied works of the Middle Ages. It contains a chapter on Music Theory, inside Liber III. Opening this 13th century copy of the text of De Musica is an elaborated diagram of harmonies (folio 71r). It occupies an entire page of a very elegant gothic codex; it uses light colours (blue and pink) decoratively and lines are drawn in red.
The diagram presents the intervals between tones, musical notes and harmonic relationships, in a symmetrical drawing of interweaving labels that establish connections in a descending order, in a way that it is clear that it took a lot of planning and aesthetical awareness. Besides it there are three other sets of complementary information, such as a diagram of the elements and their qualities, in black ink, where it is visible that the artist made a base with a pencil before applying the ink. 
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/30e6e053-c563-4b6a-a147-a444ffc4c8b0_Musical%20Tapestry.jpg,"Santos, M. J. Azevedo, (2007). Hispania Vetus. Fundacion BBVA."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a37b9752-9d7f-4fc3-8ce4-e70c8bb811b4.json,a37b9752-9d7f-4fc3-8ce4-e70c8bb811b4,Relational Schemes,Zodiac Man,John Somer,c.1383-1384,14,"Additional 10628, f. 25",Kalendarium of John Somer and astronomical texts,Latin,British Museum,London,Astronomy,Astronomy,"John Somer, Kalendarium of John Somer and astronomical texts","A full-page diagram of Zodiac Man. A diagram of the human body can be seen divided into twelve sections, each part of the body linked to governing zodiac symbols with labels, namely: aries (head), taurus (neck), gemini (shoulders), cancer (chest), leo (sides), virgo (belly), libra (buttocks), scorpio (genitalia), sagittarius (thighs), capricorn (knees), aquarius (lower leg), and pisces (feet). The diagram represents a cosmic relationship: the correlation of astrological signs with body parts, showing a correspondence between the microcosm and the macrocosm (that is, the microcosm of the human body and the macrocosm of the universe). The drawing shows the Medieval worldview that the human physiology was influenced by the heavens and astrological signs were thought to influence the body and its health.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/9c4aa1e7-d946-472d-a8b2-acd1425c4422_Zodiac%20man.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/4d86f747-8fc0-4d96-9fd0-df0690e9129c.json,4d86f747-8fc0-4d96-9fd0-df0690e9129c,Knowledge-Experience Simulations,Winds Diagram,Abbo Floriacensis,Late 10th century,10,Latin 5239,Varia de computo,Latin,Bibliotheque Nationale de France,"Limoges, France",Astronomy and Computistics,Astronomy and Computistics,"Isidorus, Hispalensis","Oddly represented as an horizontal rectangle, the Earth sits as the centre as the Sun occupies its own rectangular orbit around it, drawn as a red circle at each corner. In a central position, blue circles (bottom ant top) notate the equinoxes and play with the worlds 'sol' and 'nocti' (in 'aequinoctium'). From the three top sun circles spring oval lines, to the right, connecting them to the three bottom sun circles. Each of the resulting three lines is notated with a particular calendar and with East, South and West Winds, respectively; giving the impression that the winds follow a cyclical trajectory. The texts that follows on folio 138v in De natura rerum (chapter 37: De nominibus ventorum), concerns the winds and their names; it is attributed to Isidore but appears in a set of diagrams and charts commonly associated with computus.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/91caed2c-f515-4fb4-84ba-e3d685148960_Winds%20Diagram.jpg,"Bruce S. EASTWOOD, Ordering the Heavens. Roman Astronomy and Cosmology in the Carolingian Renaissance, Leiden-Boston: Brill, 2007."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a3f41533-c42e-43ac-bbac-be397b897580.json,a3f41533-c42e-43ac-bbac-be397b897580,Text-Diagrams,Wheel of Fortune and Boethius,Boethius,c. 1410,15,"MS 12, f. 3r",De consolatione philosophiae [French translation],French,Trinity Hall,Cambridge,Ethics,Ethics,?,"Fortune holding her wheel with a king at the top (Regno; symbolizing being in possession of everything good), a naked and bald man at the bottom (Sum sine regno; symbolizing having nothing) and two other men in between: one climbing the wheel (Regnabo) and the other falling (Regnavi). By the vestimentary scheme the lived experience of having-and-losing (be it status, a certain economic circumstance, power, health, prosperity in general) is depicted, remembering how the life of any human being can undergo a major change at any time.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/4dffbc1e-74ea-4fcc-9039-5c4ee509656b_roda%20fortuna%20vestuario.png,"- Dwyer, Richard. Boethian Fictions: Narratives In the Medieval French Versions of the Consolatio Philosophiae. Cambridge, Mass.: Mediaeval Academy of America, 1976, pp. 27-29."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/4eeaa016-8727-4823-8067-a85a75efa822.json,4eeaa016-8727-4823-8067-a85a75efa822,Text-Diagrams,Hymn Volvelles,John Somer,ca. 1380,14,Additional 10628,Kalendarium of John Somer and astronomical texts,Latin,British Museum,South-west of England (Cornwall?),Liturgy,Liturgy,John Somer,"John Somer was an important astronomer and a Franciscan minor friar at Bodmin. The Kalendarium, dedicated to Joan Princess of Wales, is, in general, attributed to him, but the authorship of the entire work is disputed. It may be that the canons and the different tables and illustrations were adapted and added by different hands. The diagrams and drawings in this parchment manuscript, c. 275x180mm, written in gothic script, are also present in subsequent copies of the text, which amount to over forty known codices and fragments. The Kalendarium is one of the many examples of how scholars at that period considered astrology and medicine to be interweaved. 
In this manuscript, f.34v contains six volvelles, each with a rotating pointer still attached (using a cord). In some copies (such as the MS. Savile 39) volvelles were also used as a complement to the Zodiac Man (the best known diagram in Somer's copies) in order to calculate the best time for certain medical procedures. In this case, the volvelles contain short references to Marian antiphons and other hymns. They are composed of an outer circle (individual hymns) and an inner circle (identifying the source and/or the liturgical setting). The first volvelle has an outer circle with the numbers 1 to 27, possibly referring to what is now known as the Murbach hymns. Antiphons were traditionally sung before and after the psalms, but since the thirteenth century they began to be performed separately. The Franciscan order conducted a reformation of chant books for liturgy during the thirteenth century, which might indicate the necessity Somer found in including these diagrams in order to help friars navigate the liturgical calendar.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/89d79e24-21c2-4933-bd21-6b46e6ff59c8_Hymn%20Volvelles.jpg,"The Kalendarium of John Somer, ed. by Linne R. Mooney (Athens: University of Georgia Press, 1998), pp. 6-7, 57-58."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a4ddd32c-1a51-43ba-892a-69b12af17a3f.json,a4ddd32c-1a51-43ba-892a-69b12af17a3f,Relational Schemes,Consanguinity diagram,Isidore of Seville,4th quarter of the 12th century,13,"Additional 15603, f. 93",Etymologies,Latin,British Library,London,Genetics,Genetics,?,"One of the subjects in Book IX of Isidore’s Etymologies are family relationships and their degrees. The manuscript contains a full-page framed diagram of the degree of consanguinity that shall be read like this: a family arises with the father and ends with the great-great-great-great-grandfather. The ascending line of lineal ancestry runs thus: pater (father), avus (grandfather), proavus (great-grandfather), abavus (great-great-grandfather), atavus (great-great-great-grandfather), tritavus (great-great-great-great-grandfather). Tritavus is the last name given to this line of kinship. The diagram assumes geometric and foliate decoration, including roundels with a queen and a king, besides other human figures and hybrid creatures.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/c7359464-8f8a-410a-9825-8b3390026faf_consanguinidade%20isidoro.png,"- Isidore of Seville, The Etymologies of Isidore of Seville, trans. Stephen Barney, W. J. Lewis, J. A. Beach, Oliver Berghof, and Muriel Hall (Cambridge: Cambridge University Press, 2006)."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/50e10c25-315c-4c96-8d38-ee3db2f1f1ea.json,50e10c25-315c-4c96-8d38-ee3db2f1f1ea,Demonstrative Graphics,Diagram with the position of the winds and the manner of determining the North Pole from the Polar Star,Jean Rotz,1542,16,"Royal 20 E IX, f. 4",Boke of Idrography,English,British Museum,London,Astronomy/Astronavigation,"Astronomy,Astronavigation","Jean Rotz, Boke of Idrography (The “Rotz Atlas”)","Jean Rotz was a 16th-century cartographer whose work was greatly influenced by the expedition experiences in which he participated (probably from Dieppe to Sumatra in 1529-30, and to Guinea and Brazil in 1539). This highly decorative diagram, in colours and gold, shows the position of the winds and the manner of determining the North Pole from the Polar Star. The human sense of geographic orientation and direction has been associated with winds since the ancient Greeks and Romans, and there are eight main winds. The pattern of wind roses presented here is the 8-wind rose. The Polar Star is directly above the North Pole of the earth and it remains very nearly in the same spot, so Polaris became an important navigational star to track the positioning of the geographic North Pole, the northernmost point on the planet, and Polaris is thus the “North Star”.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/19f26fd8-94a8-4628-b4a8-bde8ddd77cf5_ventos%20polo%20norte%20estrela.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a5b96561-c610-4e23-8e56-8117115a7d01.json,a5b96561-c610-4e23-8e56-8117115a7d01,Text-Diagrams,Altar of Ezekiel's Temple,Richard of Saint-Victor,last quarter of the 12th century,12,"Harley 461, f. 36","In Ezechielem, imperfect",Latin,British Library,London,Religion,Religion,?,"Diagram of the configuration of the great altar of the Temple described in the biblical Book of Ezekiel 43:16-18, given the physical characteristics of the multi-level wood-panelled structure: «The altar hearth is square, twelve cubits, that is, about 21 feet or about 6.4 meters long and twelve cubits wide. The upper ledge also is square, fourteen cubits, that is, about 25 feet or about 7.4 meters long and fourteen cubits wide. All around the altar is a gutter of one cubit with a rim of half a cubit, that is, about 11 inches or about 27 centimeters. The steps of the altar face east. (...) These will be the regulations for sacrificing burnt offerings and splashing blood against the altar when it is built.».",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/57312001-6f9d-4959-aa59-aa555dae5632_altar.png,"- Theo. G. Soares, ""Ezekiel's Temple"", The Biblical World, vol. 14, no. 2, 1899, pp. 93-103.
- McConville, J. Gordon, ""Exploring the Old Testament: A Guide to the Prophets"", pp. 101–2, IVP Academic, 2002."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/53d496c7-f44d-45b4-bf01-9feba4d2fda5.json,53d496c7-f44d-45b4-bf01-9feba4d2fda5,Demonstrative Graphics,Types of Musical Scales,Boethius,XIV century,14,"Latin 18514, f. 14",De institutione musica,Latin,Bibliothèque Nationale de France,Paris,Music,Music,"Boethius, De institutione musica","The illustration depicts types of musical scales. Greeks and medieval theorists conceived scales and musical modes by grouping tetrachords, organized in three genera: diatonic, chromatic and enharmonic. The diatonic, chromatic and enharmonic are due to the pattern with which the distance between the notes is organized and the arrangement of the four-note units. The diatonic, chromatic and enharmonic and the sequences of four notes that they produced were called tetrachords (""four strings"", as one sees in the image). The Diatonicum proceeds by a tone, tone and semitone (tonus, tonus, semitonus); the Chromaticum proceeds by a trihemitone, a semitone and semitone (trihemitonum, semitonum, semitonum); the Harmonia or Enarmonium proceeds by a ditone, a diesis and diesis (ditonum, diesis, diesis).",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/0ab70729-15a8-4378-8a69-065f84a7226d_Bo%C3%A9cio%20tipo%20de%20escalas.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a5eb587b-b8de-42f7-a392-c3b61c33a28c.json,a5eb587b-b8de-42f7-a392-c3b61c33a28c,Data (Storage / Indices / Tables / Charts),Eye Diagram,?,14th/15th century,14,Sloane 981,"Medical miscellany, including the 'book of Macharias on the eye called Salaracer or secret of secrets'",Latin and English,British Library,England,Medicine,Medicine,?,"Diagram drawn in black and red ink on parchment, on folio 68r of a medical treatise, of the constituents of the Eye and its place in relation to the brain, depicted as a concentrical schema inside a human head, with some complementary notations on the side. The eye is in the centre of a circular composition with six layers. Surrounding the eye, the first circle is for 'humor cristalinus' and the following layers have a vertical division: a set of eye components/membranes (humours and tunics) towards the front of the face and another towards the brain. The skull area is divided into: cerebrum (the largest area), the piamater, the duramater and the craneum.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/e75706e1-dd99-4c82-ae9e-b09cefd65132_Eye%20Diagram.jpg,"Peter Murray Jones, Medieval Medicine in Illuminated Manuscripts, 2nd edn (London: British Library, 1998; first publ. as Medieval Medical Miniatures, 1984), p. 38, fig. 26."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/547af8f8-f6d2-4607-8030-99cf16527c4d.json,547af8f8-f6d2-4607-8030-99cf16527c4d,Relational Schemes,Square of opposition,Boethius,14th century,14,"Latin 18514, f. 8r",De institutione musica,Latin,Bibliothèque Nationale de France,Paris,Music,Music,"Boethius, De institutione musica","Arranged in a square of opposition, the mathematics of musical intervals can be seen: the numerals XII, IX, VIII and VI in its corners are the four basic intervals of musical theory. The ratio of 12 to 6 is that of the octave or diapason. The ratio of 12 to 9 or 8 to 6 gives the interval of a fourth or diatessaron. Two sesquialtern (sesqualter) ratios (12:8 and 9:6) are diapente consonant intervals: the 12 to 8 and 9 to 6 gives the fifth or the diapente. The ratio of 9 to 8 is a tone (tonus). Musical intervals can therefore be expressed as numerical ratios.
Two human figures tell the myth of the origin of music: Tubalcain (a biblical character) and Pythagoras (the pagan equivalent). The Book of Genesis attributes to Jubal the invention of music and to his half-brother Tubalcain the working of metals; nevertheless, in the Middle Ages, the latter was considered the inventor of music. In the image, a blacksmith can be seen with Pythagoras creating sounds by hitting a piece of metal with four hammers. Pythagoras, studying the ratios between the different tones generated by the hammers and their respective weight, established the consonances of musical harmony.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/6bb1406e-78ad-47ba-8bdb-ab7e0339c4db_Tubalcain.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/a67f9f5d-4ff0-433d-9341-69eaaac9844d.json,a67f9f5d-4ff0-433d-9341-69eaaac9844d,Text-Diagrams,Macro and Micro Cosmos,Lambertus a S. Audomaro,15th century,15,0724 (1596),Liber Floridus,Latin,Bibliotheque du Chateau de Chantilly,Flanders,Encyclopedia,Encyclopedia,?,"Composition illustrating the macro and micro cosmos, on folio 032r, from a large parchment codex of a copy of Liber Floridus. This late copy of Lambertus text and corresponding diagrams belongs to a group of copies that closely follow the original – it is based on what is considered to be the first copy of Lambertus original Liber Floridus, housed at Wolfenbüttel (Herzog August Bibliothek). The medieval conceptions of divine harmony included the classical perception of the parts reflecting the whole, a similitude between man and nature, earthly existence and the universe, in a continuous existence concept derived from Plotinus. These schemes of the cosmos are a recurrent image in encyclopaedias and in astrological treatises in general because they consubstantiate the influence of the stars and planets on human life.
The composition comprises two circles: the mundus maior, on top, contains in its outer layers the description of the six days of the creation and the six ages of the world. In the middle of the circle God sits naked on a small hill, holding day and night in his hands (under, years and months are featured). Bellow, the same design is used for mundus minor, divided into the six ages of Man. In the centre, Man is represented as a child, surrounded by the basic elements. ",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/724d1397-4c46-4d52-abe7-4c438e5a040e_Macro%20and%20Micro%20Cosmos.jpg,"G.I. Lieftinck, Observations codicologiques sur le groupe W des manuscrits du Liber Floridus, in A. DEROLEZ (ed.), Liber Floridus Colloquium. Papers read at the Intrnational Meeting held in the University Library, Ghent on 3-5 September 1967, Ghent 1973, pp. 31-36; J.P. GUMBERT, Recherches sur le stemma des copies du Liber Floridus, ibidem, pp. 37-50."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/55c45a82-f9eb-4741-9197-70259a7bd4a5.json,55c45a82-f9eb-4741-9197-70259a7bd4a5,Data (Storage / Indices / Tables / Charts),Table of the moon's zodiac path,Robert Grosseteste,2nd half of the 13th century (after 1264 and before 1293),13,"Harley 3735,  f. 15v",Various calendarial and computistical treatises,Latin,British Library,London,Astronomy,Astronomy,"Robert Grosseteste, Various calendarial and computistical treatises","Table of the moon's zodiac path. A table to find out which sign the moon is in (“Tabula ad sciendum in quo signo sit luna”). In a treatise attributed to Robert Grosseteste “Lincolniensis”, this table shows the moon's path from January to December, combining all zodiac signs with the movements of the moon (moving from one zodiac constellation to another). The table is a way of describing the monthly lunar apparent path in the sky, visible from the Earth. Depending on its position in the sky, the moon is believed to be charging itself with the power and qualities of the zodiac sign through which it is passing.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/03851163-8734-4084-9530-0e16c8ad727f_tabela%20para%20saber%20em%20que%20signo%20est%C3%A1%20a%20lua.jpg,
